"twitter_id","twitter_created_at","tweet","corpus","user","agreement","votes","score","label","__split"
"1247655296484376586","2020-04-08 00:39:37","?? La vacuna somos todos. De ésta saldremos... ¡Fuerza y ánimo! ??? . . . ❤?❤ Pero mientras tanto. ¡QUÉDATE EN CASA! . . ??????????? #DíaMundialDeLaSalud ?. . #Radio #YoMeQuedoEnCasa #FrenaLaCurva #YoMeCorono #Madrid…","Estado de alarma nacional (oficial)","WSDuran","100","2","2","positive","test"
"1247793610784821248","2020-04-08 09:49:14","Queda menos para hacerlo realidad. #YoMeQuedoEnCasa","Estado de alarma nacional (oficial)","ainaracpri","100","2","2","positive","test"
"1247807658339393537","2020-04-08 10:45:03","Muy fans de nuestros pequeños ellos se quedan en casa, mucho ánimo?????????. Seguir mandándonos dibujos!!. Video de la tercera edición. #YOMEQUEDOENCASA","Estado de alarma nacional (oficial)","PuertoLocal092","100","2","2","positive","val"
"1246526380591939585","2020-04-04 21:53:43","Y así es como salen los patitos de la piscina. Algunos con más fortuna que otros. ? . #FamiliaPatoEnChalet. #QuedateEnCasa #Madrid","Estado de alarma nacional (oficial)","MZBS","100","2","2","positive","train"
"1246799096540794882","2020-04-05 15:57:23","Que emocionante!!! El ser humano es increíble @orfeoia_orfeon . @pkaltzada #etxeangeratu #QuedateEnCasa","Estado de alarma nacional (oficial)","jjoselitran","100","2","2","positive","train"
"1247100589764481025","2020-04-06 11:55:25","Buen dia amigos espero que estén todos bien!!! Feliz inicio de semana arriba ese ánimo todo lo mejor, que sea una Semana Santa de bendiciones!!! A cuidarse . #QuedateEnCasa","Estado de alarma nacional (oficial)","MichelinOrtiz","100","2","2","positive","train"
"1247234369632251908","2020-04-06 20:47:00","Menos aumento de contagios, menos aumento de UCIs y menos aumento de muertes en la última semana. Datos para la esperanza. #quedateencasa #ayudemosaayudar","Estado de alarma nacional (oficial)","mmartinez____","100","2","2","positive","train"
"1251582158101188608","2020-04-18 22:43:34","Marquemos nuevamente otra fecha en el calendario.... 11 de Mayo . Ánimo‼️??. #EstadoDeAlarma","Estado de alarma nacional (oficial)","_sergiolobato_","100","2","2","positive","train"
"1251786120934895617","2020-04-19 12:14:02","#PLSJ Realizamos controles fijos ?? y ? móviles por el #EstadodeAlarma ?. Casi tod@s l@s person@s revisad@s están autorizados ? para los desplazamientos. Damos gracias por cumplir con lo establecido para la ciudadanía #QuedateEnCasa #MunicipioSeguro","Estado de alarma nacional (oficial)","PLSantJoandALC","100","2","2","positive","train"
"1248142551900721153","2020-04-09 08:55:48","Toda ayuda es poca, aquí os dejo el granito de arena de la empresa para la que yo trabajo ha aportado.Animo ???? #YoMeQuedoEnCasa #COVID19 #vamos","Estado de alarma nacional (oficial)","Leopoldo695","100","2","2","positive","val"
"1248232809396912129","2020-04-09 16:54:27","@DGTes @guardiacivil @policia ¡Gracias! Estas vacaciones #yomequedoencasa","Estado de alarma nacional (oficial)","conquecoche","100","2","2","positive","train"
"1248447489360957440","2020-04-10 07:07:31","@GraiciaArroyo @MarisaGonzlez5 @sanhezm @MarisaVargas_R @Ainhoa1975 @AlexDheia @CharoHerranz @timeo_danaos_g Buenos dias, #YoMeQuedoEnCasa bellezones. Os quieroooo","Estado de alarma nacional (oficial)","pe_casamayor","100","2","2","positive","train"
"1248624017612738563","2020-04-10 18:48:58","Gracias por acordarse de nosotros ♥️♥️ . Felices Pascuas para vosotros también. y mucho ánimo, saldremos adelante? #gentelinda #verano #turismo #cantabria #yomequedoencasa @canoassporttur en CanoasSporttur","Estado de alarma nacional (oficial)","CanoasSporttur","100","2","2","positive","train"
"1248852903714045952","2020-04-11 09:58:29","#BuenosDíasMundo. #SábadoSanto2020. #OsDeseoLoMejor. No permitamos que el COVID-19 nos quiebre. Serenidad y Esperanza. Ánimo y fuerza a las familias de los fallecidos y, el deseo de que se recuperen pronto, a las de los enfermos y a éstos. ❤??. #YoMeQuedoEnCasa. #UnDiaMenos","Estado de alarma nacional (oficial)","aromeroruperez","100","2","2","positive","train"
"1249275738420842496","2020-04-12 13:58:41","Gracias #AnimalCrossing por alegrarme el cumple mas raro de mi vida ? #newhorizons #yomequedoencasa #covi̇d19","Estado de alarma nacional (oficial)","MonicaToled0","100","2","2","positive","train"
"1249408833023348737","2020-04-12 22:47:33","¡Buenas noches y domingo de Pascua @igers_gijon! Volemos con la imagen de @zed.jkl en #Gijon #YomeQuedoEnCasa ?✨¡Ánimo a todos! ✨?✨??✨ ?✨#igerstierrina #igers_gijon #igersspain #igers. #uniendotodasnuestrasenergías","Estado de alarma nacional (oficial)","igers_gijon","100","2","2","positive","test"
"1249928752194293762","2020-04-14 09:13:31","@2Genius969 #BonDia, tresor. Exacto... ??. #JoEmQuedoACasa . #Yomequedoencasa","Estado de alarma nacional (oficial)","luciarecalde02","100","2","2","positive","train"
"1249969426763481088","2020-04-14 11:55:09","Día 32. Que el aplauso a las 20:00 no falte y luego lees las noticias. . Hablaban de sanitarios que están dando su vida por cuidarnos y parar esta pandemia, . #YoMeQuedoEnCasa. #FrenarLaCurva. #cuarentenaenfamilia. #todovaairbien . #quedateEnTuCasa #yofoteoencasa #micuarentenatve","Estado de alarma nacional (oficial)","rubmonas","100","2","2","positive","test"
"1250557994896678924","2020-04-16 02:53:54","Día 33! Hoy el #AplausoColectivo que sea para todos esos trabajadores, del gremio que sea, que por hacer su trabajo tienen que aguantar insultos, mensajes desalmado... Estamos con vosotros!! #MuchasGracias #HeroesSinCapa #TodoVaASalirBien? #YoMeQuedoEnCasa #1DíMás1DíaMenos","Estado de alarma nacional (oficial)","Monica_M_G","100","2","2","positive","train"
"1250739856378126336","2020-04-16 14:56:34","La tecnología que criticábamos es la que ahora nos mantiene unidos. Vía @LaVanguardia @SamsungEspana. #TecnologíaConPropósito. #YoMeQuedoEnCasa","Estado de alarma nacional (oficial)","ceotalkandsell","100","2","2","positive","train"
"1248367696049106944","2020-04-10 01:50:26","Jajaja ¿¿¿pa que.... Sofocarnoooos???..... #cuarentena #quedateencasa #huelva en Huelva, Spain","Estado de alarma nacional (oficial)","Xia_1983","100","2","2","positive","train"
"1249681434509443072","2020-04-13 16:50:46","Buenas, pues ahora nos tocó a nosotros, bebamos de amigos @artisanwineattr desde casa #StayAtHome #QuedateEnCasa #quedanacasa #wineoclock Salud ????","Estado de alarma nacional (oficial)","AdegaPombal","100","2","2","positive","train"
"1249788303458603009","2020-04-13 23:55:26","31° día de aislamiento. Iniciamos semana, he visto muchísimos coches está Mañana. Guardia civil amablemente me ha dado una mascarilla al salir del pueblo. Un súper amplia hora hasta las 20:00; ojo ahora no debemos bajar la guardia. Seguimos luchando ?#COVID2019 #QuedateEnCasa","Estado de alarma nacional (oficial)","VicenSkywalker","100","2","2","positive","test"
"1249819558963265540","2020-04-14 01:59:38","Besazos a todos/as!!!. @cande_miss. @colegioLaLuna. #DiaInternacionalDelBeso. #Diadelbeso. #COVID2019. #YoMeQuedoEnCasa. #QuedateEnCasa","Estado de alarma nacional (oficial)","cande_miss","100","2","2","positive","train"
"1252278543519793153","2020-04-20 20:50:45","Cuando menos lo esperemos, estaremos disfrutando de todos los rincones de esta ciudad tan impresionante. #Ávila #QuedateEnCasa","Estado de alarma nacional (oficial)","Avila_CyL","100","2","2","positive","train"
"1253004442011607040","2020-04-22 20:55:13","?Coronavirus. Desarrollan un germicida para evitar el #Covid19 en impresiones 3D. #SomosIngenieros #CogitideSevilla #YoMeQuedoEnCasa #quedateencasa","Estado de alarma nacional (oficial)","cogitise","100","2","2","positive","train"
"1253033373569818625","2020-04-22 22:50:11","??BUENAS TARDES ??. Terminando el día #40. #YoMeQuedoEnCasa","Estado de alarma nacional (oficial)","IDOIA091099","100","2","2","positive","test"
"1253727855382495232","2020-04-24 20:49:48","#YoMeQuedoEnCasa y mis hijos también!","Estado de alarma nacional (oficial)","Julieth_clmb","100","2","2","positive","train"
"1254890513448263682","2020-04-28 01:49:47","Seguimos con el reto 365 en este 2020. A falta de humanos, los gatos toman las calles para dominar el mundo de la ciudad. #reto365 #fotografiaartistica #quedateencasa #covid19 #Mataró #naturaleza","Estado de alarma nacional (oficial)","LloverasMir","100","2","2","positive","test"
"1256175116607774720","2020-05-01 14:54:21","@SPENDINmagazine Nos adaptaremos rápido y volveremos con más fuerza y con más cabeza. #YoMeQuedoEnCasa #covid19","Estado de alarma nacional (oficial)","AIAljama","100","2","2","positive","test"
"1256493362506588160","2020-05-02 11:58:56","Buenos días #FelizSabado. ?#TDSCofrade #PasiónXCamas? . ? . ? #QuedateEnCasa ? #MesdeMaria. ? @hdadhumillacion","Estado de alarma nacional (oficial)","camascofrade","100","2","2","positive","val"
"1256549342166626304","2020-05-02 15:41:23","y que tanto hace por acompañarnos. A todos, GRACIAS. Ni lo olvidaré ni permitiré que mis hijos lo olviden. #Coronavirus #Covid_19 #QuedateEnCasa #CulturaEnCasa #Cultura","Estado de alarma nacional (oficial)","victoreme","100","2","2","positive","train"
"1256568219713908739","2020-05-02 16:56:24","#BuenSábado ✌. Sean felizes!. Lxs quiero!!. #FelizFindeATodxs #QuedateEnCasa #YoMeQuedoEnCasa . ??✌???????","Estado de alarma nacional (oficial)","MaraRos47589315","100","2","2","positive","test"
"1256672344975847424","2020-05-02 23:50:09","@GameOfFutsal Vas a tener que seguir con la sección sí! . Yo no me la pierdo #QuedateEnCasa gracias por dar visibilidad y promover el Futsal tanto masculino como femenino ?","Estado de alarma nacional (oficial)","saramiguelsanz","100","2","2","positive","test"
"1256726959612219394","2020-05-03 03:27:10","JUEGO RENOVADO? YO CREO QUE SI :) SOBREVIVE Y ESCAPA!! #YOMEQUEDOENCASA !TWITCH !SR !AFILIADO","Estado de alarma nacional (oficial)","DaskyOneX","100","2","2","positive","val"
"1257186796838019073","2020-05-04 09:54:24","Qué tardes de verano tan buenas, refugiada del inclemente ☀️ sentada en un bordillo y disfrutando de un poloflás de naranja ?. Mis hijos nunca entenderán esta experiencia tan sublime?. Buenos días ???????. #YoMeQuedoEnCasa","Estado de alarma nacional (oficial)","AVegaAmaya","100","2","2","positive","train"
"1257774398746112009","2020-05-06 00:49:19","Los juguetes también quieren un respiro...abúrrete!!!. Es importante que también tomemos tiempo para estar solos, para no hacer nada, para aburrirnos!!!. #COVID19 #coronavirus #quedatacasa #QuedateEnCasa. #InfànciaHG. #TotAniràBéHG. #EquipamentsInfantilsHG. #Juguemacasa","Estado de alarma nacional (oficial)","TorreCasal","100","2","2","positive","val"
"1257770571510710272","2020-05-06 00:34:07","Seguís asombrándome con vuestra creatividad, ¡mirad que fotos de #LaBrujaDeRavensworth (@edicionesiruela) más preciosas! No sé cuál me gusta más, ¿me ayudáis a decidirme? . #magia #misterio #fantasia #terror #gothicdolls #libros #ebooks #QuedateEnCasa","Estado de alarma nacional (oficial)","AlfonsoBoix","100","2","2","positive","val"
"1258426694219726848","2020-05-07 20:01:18","Las #noticias que da el gobierno para el #desconfinamiento son alentadoras. Estamos con ganas de #reencontrarnos otra vez en las #aulas, mientras #yomequedoencasa , esta vez viendo #reflexologiapodal . #animo !! #yanosquedamenos !!!","Estado de alarma nacional (oficial)","Escuelaemasaje","100","2","2","positive","train"
"1258668026767040513","2020-05-08 12:00:17","La reputación online o reputación digital, es el resumen de cómo te ven en internet. Esto te podrá gustar o no, pero van a hablar de ti en la red. Asúmelo y aprovéchalo. ???. ↙⬇↘. #cuidatuimagen #quédateencasa ??. #AdviserComunicación #Madrid","Estado de alarma nacional (oficial)","ComunicaAdviser","100","2","2","positive","train"
"1258674671899365376","2020-05-08 12:26:41","#Dia55 Buenos días. Seguimos adelante. Fórmula del Rumor: R = I x A. Siendo Interés contenido y Ausencia de Información. #EstadoDeAlarma #COVID19 #Sevilla","Estado de alarma nacional (oficial)","JotaPerpac","100","2","2","positive","train"
"1258711991302131714","2020-05-08 14:54:59","?‍??Mari nos sorprende hoy con una rica receta de pollo en salsa?. #YoMeQuedoEnCasa viendo las rectas y consejos de Mari ¿Y tú??️?. Pronto pasará todo y volveremos a compartir grandes momentos juntos, mientras.... ¡Disfrutad de la cocina con Mari!","Estado de alarma nacional (oficial)","CasaElAlias","100","2","2","positive","train"
"1259328953740857345","2020-05-10 07:46:34","serlo. Esos tiempos de ir a ver la graduación de tu hijo, Mr. #BRUUUUCE @springsteen. Esos tiempos volverán. Lo juro. Volverán. Y seguiremos estando juntos para disfrutarlos. #ItIsAPromise. #StayAtHome #QuedateEnCasa #WeShallOvercomeTOGETHER #iLOVEu","Estado de alarma nacional (oficial)","AliciaSastre","100","2","2","positive","train"
"1259965317033443329","2020-05-12 01:55:15","¡DALE! Y anímate la cuarentena con buena música! ??. “El Ball de l'última nit” (Videoclip oficial) vía @YouTube @gruparboledas #luna #musica #COVID19 #baile #felicidad #QuedateEnCasa #survivor2020","Estado de alarma nacional (oficial)","Ana_Valor","100","2","2","positive","train"
"1260182398697910273","2020-05-12 16:17:51","#VELVETAGENDA. #VELVETACTITUD DESDE CASA #51 ?‍♂️?️‍♂️?‍♀️. Vamos #equipo, a por las 2 últimas semanas!??. ?25° Clase completa. @diego_lngar1ta - Movilidad articular ?‍♂️?‍♀️. ? ?. #volveremosalmonte #Velveteros #Velveteras #YoMeQuedoEnCasa","Estado de alarma nacional (oficial)","gympilatsvelvet","100","2","2","positive","train"
"1260218077100290049","2020-05-12 18:39:37","@VizcayaJucil Excelente trabajo de la @guardiacivil , dando muestra de una profesionalidad envidiable. #TestMasivosYa . #NoSomosUnGastoSuperfluo. #ProhibidoRendirse . #Covid_19 #QuedateEnCasa                              @jusapol . @jucilnacional #ILPJusapol. @interiorgob @sanidadgob","Estado de alarma nacional (oficial)","angeldavis30","100","2","2","positive","train"
"1261725922262220801","2020-05-16 22:31:16","@rojasalvaje @rojasalvaje, inolvidable aque domingo, siempre en mi corazón. #YOAPOYOALGOBIERNO . #YoMeQuedoEnCasa","Estado de alarma nacional (oficial)","pelusa2856","100","2","2","positive","train"
"1261921279164252160","2020-05-17 11:27:32","¡Buenos días!. Ya puedes solicitar el Programa Personal de Integración y Empleo (PIE), dirigido a mejorar la empleabilidad de los más vulnerables, especialmente los afectados por el COVID-19. Solicítala de forma electrónica. #EmpleoEcyl #QuedateEnCasa","Estado de alarma nacional (oficial)","empleojcyl","100","2","2","positive","test"
"1263063782634459142","2020-05-20 15:07:27","Atención!!! Mañana a las 6:45 de la mañana llega a @ForondaAirport un 787-9 de @AirEuropa ( un poco más grande que el de la foto) con más material sanitario!!! #mascarillas #YoMeQuedoEnCasa #foronda","Estado de alarma nacional (oficial)","ForondaAirport","100","2","2","positive","val"
"1263434895336116226","2020-05-21 15:42:07","Gracias por vuestro trabajo. Mano dura con los que no cumplen las normas de #EstadoDeAlarma. No estaría mal, que nuestro ""queridísimo"" @RivasAlDia pidiera más efectivos policiales. La población que tenemos es mucha, para los pocos que sois.","Estado de alarma nacional (oficial)","analugarji","100","2","2","positive","test"
"1264483944759652352","2020-05-24 13:10:40","Llevaba 3 meses sin salir con la bici a la calle y hoy como si de un primer beso se tratase, ha sido espectacular. #yomequedoencasa pero salgo cuando me dejan. #cyclingshots #cycling #bike #pickoftheday…","Estado de alarma nacional (oficial)","lorenteucar","100","2","2","positive","train"
"1265946207295332352","2020-05-28 14:01:10","Desde @mincoturgob han lanzado una guía de buenas prácticas para el sector turístico. Su objetivo, asegurar la actividad en las empresas y proteger la salud del personal y de los clientes ante el #COVID19. ? . #Fitur | #QuédateEnCasa | #ViajaMañana","Estado de alarma nacional (oficial)","fitur_madrid","100","2","2","positive","test"
"1267132171724226561","2020-05-31 20:33:46","#RESPONSABILIDAD Y #ESPERANZA❤️. Situación actual en #España ??, es necesario entender porqué tenemos que seguir siendo duros con nuestras defensas y mantener activado el #CONFINAMIENTO?y las medidas de auto-protección??#QuedateEnCasa #EsteVirusLoParamosUnidos ?","Estado de alarma nacional (oficial)","MurciaPolicia","100","2","2","positive","val"
"1269310373318078472","2020-06-06 20:49:10","@asturias_jucil @lanuevaespana Siempre en la lucha contra la delincuencia. La @guardiacivil ??. ?siempre cumple con su función. ? siempre al servicio del ciudadano⚖️. ? siempre en defensa de la #Constitución. #JucilSuma . #EquiparacionYa . #COVID19 . #QuedateEnCasa . @jucilnacional . @jusapol","Estado de alarma nacional (oficial)","TeruelJucil","100","2","2","positive","val"
"1269911396441116674","2020-06-08 12:37:25","Buenos días queridos followers! :). Empezamos otra semana más y espero que estéis bien y con ánimo ?. #YoMeQuedoEnCasa","Estado de alarma nacional (oficial)","Gargoyle1990","100","2","2","positive","test"
"1271698311439933440","2020-06-13 10:57:59","Buenos días. Tres meses después de la declaración del #EstadodeAlarma, las pérdidas humanas, el dolor de las familias o la crisis económica no ocultan que las leyes que nos hemos dado también nos protegen. Además, canalizan la solidaridad que nos define. #GraciasValdemoro","Estado de alarma nacional (oficial)","sparra_alcalde","100","2","2","positive","test"
"1272294326136180740","2020-06-15 02:26:20","#yomequedoencasa en su biografía jajajajajajajja","Estado de alarma nacional (oficial)","666nicoo","100","2","2","positive","train"
"1238563427422998530","2020-03-13 21:31:47","Y recuerda, si eres madrileño y eres un poco mermado, haz caso a Magneto. . #quedateEnTuCasa #estadodealarma #Covid_19","Estado de alarma nacional (oficial)","DanielJCalero","100","1","1","positive","val"
"1238562605356257285","2020-03-13 21:28:31","Apliquemos la ley. Apliquemos la constitución. Así lo recogen el art. 128 de la Constitución y los art. 26 y 29 de la Ley de Sanidad. En esta situación de emergencia necesitamos hacer uso de los recursos del sector privado. #estadodealarma #Covid_19. #quedatencasa #articulo128","Estado de alarma nacional (oficial)","Berto_Diez","100","1","1","positive","test"
"1238562363676200962","2020-03-13 21:27:33","Esto es lo que no se puede permitir. Se deberían poner multas monetarias a todas esas personas que están incumpliendo el #estadodealarma y por tanto, están poniendo en peligro la salud de todos los españoles. #quedatencasa #COVID19 #conciénciate","Estado de alarma nacional (oficial)","Cyn_mr17","100","1","1","positive","train"
"1238561576002748419","2020-03-13 21:24:25","Abro hilo de cosas que podéis hacer estos días encerrados en casita por el #estadodealarma . 1) Hablar conmigo. . Cierro hilo.","Estado de alarma nacional (oficial)","paulalvrz_","100","1","1","positive","train"
"1238560834604933123","2020-03-13 21:21:28","A ver, compañer@s: Madrid aguantó 900 días, con hambruna y escasez, bajo las bombas de la aviación y los cañonazos fascistas disparados desde la Casa de Campo. Más temprano que tarde, #NosVeremosEnLasCalles. Ánimo a tod@s. #YoMeQuedoEnCasa . #estadodealarma. #coronavirusEspana","Estado de alarma nacional (oficial)","SOSCarabanchel","100","1","1","positive","train"
"1238558456078090240","2020-03-13 21:12:01","El fastidio es igual para todo el mundo. Todos hemos cancelado planes e incluso viajes en mi caso, pero solo se os está pidiendo que tengáis una chispa de conciencia y responsabilidad social. Egoísmo puro ⬇️ #Covid_19 #estadodealarma","Estado de alarma nacional (oficial)","VictoriaBnilla","100","1","1","positive","train"
"1238558320975323137","2020-03-13 21:11:29","Más allá del #estadodealarma, a ver si esto del #CODVID19 sirve para que en cuanto salgamos del #YoMeQuedoEnCasa, y toda la comunidad de la #SanidadPublica defienda sus derechos laborales, a nadie se le ocurra dejarlos tirados.","Estado de alarma nacional (oficial)","Lou_Gomezz","100","1","1","positive","test"
"1238557725052882945","2020-03-13 21:09:07","Hay que ser responsables. En la medida de lo posible hay que quedarse en casa, no por ti, sino por los mayores y por las personas en grupos de riesgo! Hay que apelar al sentido común... aunque por desgracia sea el menos común de los sentidos! #estadodealarma #YoMeQuedoEnCasa","Estado de alarma nacional (oficial)","manriorei","100","1","1","positive","test"
"1238556767635767297","2020-03-13 21:05:19","Que estamos aprendiendo con esta crisis:. - Mayor control de fronteras. - La sanidad pública es intocable . - El liberalismo no resuelve crisis. - El individualismo es irresponsable. - El estado es necesario. - La descentralización es un caos. Seguiremos aprendiendo.... #estadodealarma","Estado de alarma nacional (oficial)","ZuRoK_R","100","1","1","positive","test"
